G,OPS,wOBA,wRC+,고4,도루,도실,득점,루타,병살,볼넷,사구,삼진,안타,연도,연봉_만원,장타,출루,타석,타수,타율,타점,홈런,희비,희타
142,1.288,0.53,222.3,11,40,8,130,373,7,103,13,91,180,15,125000,47,0.498,595,472,0.381,140,47,7,0
124,0.973,0.438,179.8,8,21,5,77,244,16,71,6,78,137,12,18000,32,0.413,519,436,0.314,82,25,5,1
127,0.957,0.438,179.9,5,2,3,79,232,8,72,27,83,138,12,18000,22,0.433,549,443,0.312,91,23,5,2
140,1.15,0.481,181.9,6,10,3,129,377,10,78,12,161,181,15,70000,36,0.436,622,528,0.343,146,53,4,0
138,1.116,0.48,177.8,8,2,2,99,338,12,83,9,83,195,16,70000,48,0.464,618,519,0.376,144,31,7,0
133,1.044,0.457,182.2,15,4,3,80,296,8,76,5,88,163,11,18500,40,0.427,571,480,0.34,118,30,10,0
128,0.985,0.437,150.9,0,48,17,135,297,1,59,8,47,201,14,9300,58,0.438,616,543,0.37,67,7,2,4
140,1.095,0.466,180.3,5,0,1,114,368,10,63,5,130,189,20,80000,40,0.416,618,542,0.349,132,46,8,0
144,1.032,0.44,170.9,10,4,1,110,328,8,81,7,123,185,17,20000,36,0.429,636,544,0.34,115,35,4,0
130,0.923,0.416,164.7,7,20,8,85,255,8,49,21,98,142,12,28000,34,0.386,553,474,0.3,84,26,6,3
120,0.98,0.441,167.3,9,24,8,75,239,10,64,24,109,137,13,52000,18,0.429,525,434,0.316,83,28,2,1
128,1.039,0.462,181.1,4,10,2,91,271,7,92,8,96,143,13,22000,17,0.437,556,450,0.318,117,37,6,0
131,1.006,0.433,163.8,2,20,3,91,281,15,41,10,64,177,17,19500,42,0.424,543,483,0.366,78,20,4,5
126,1.01,0.463,195.6,8,3,1,61,223,11,81,11,69,151,12,150000,24,0.474,513,416,0.363,80,16,5,0
139,1.062,0.438,168.8,4,2,0,104,346,6,59,9,134,176,18,47000,37,0.405,602,527,0.334,133,44,7,0
136,0.92,0.408,147.7,3,23,2,110,274,12,74,8,68,161,20,55000,25,0.398,612,525,0.307,105,29,3,2
141,0.979,0.427,163.2,12,11,5,103,277,13,101,8,63,167,15,75000,26,0.438,630,512,0.326,121,28,9,0
142,1.026,0.442,163.5,8,0,1,98,296,15,96,11,82,176,17,150000,39,0.45,629,514,0.342,120,26,8,0
113,1.175,0.478,190.9,10,0,1,88,287,9,68,17,114,138,18,150000,20,0.457,488,400,0.345,112,43,3,0
130,1.111,0.456,167.6,10,1,5,89,294,8,70,19,107,136,17,120000,19,0.427,527,430,0.316,113,46,8,0
133,0.954,0.43,174.5,3,20,9,76,263,6,73,11,111,136,12,6200,34,0.393,560,469,0.29,105,31,7,0
133,1.013,0.431,160.5,6,6,0,84,257,13,45,13,40,157,18,60000,30,0.427,503,439,0.358,77,23,6,0
125,1.111,0.464,168.3,5,11,2,95,305,6,58,7,99,152,14,25000,36,0.422,514,443,0.343,121,37,6,0
122,0.994,0.443,154.6,7,10,3,105,260,7,80,5,78,175,14,40000,28,0.456,570,483,0.362,80,18,2,0
128,1.119,0.466,162.9,3,8,3,126,315,13,96,12,142,139,14,50000,18,0.433,571,459,0.303,124,52,4,0
125,0.969,0.424,139.2,1,25,9,118,276,7,96,1,71,154,14,25000,28,0.417,602,500,0.308,98,31,5,0
123,0.998,0.429,146.2,2,14,5,88,285,4,42,15,128,157,14,7500,33,0.4,536,477,0.329,101,30,1,1
128,0.895,0.415,148.9,6,36,7,83,236,9,64,3,88,172,13,21000,27,0.421,568,498,0.345,69,11,3,0
139,1.009,0.44,157.6,2,3,3,103,301,13,67,2,71,188,15,60000,43,0.431,598,520,0.362,116,23,8,1
124,1.003,0.453,170.8,9,10,5,70,242,6,92,0,74,158,21,21000,35,0.459,545,445,0.355,94,16,8,0
127,0.813,0.377,136.9,1,30,8,82,225,9,42,7,66,152,12,35000,37,0.362,556,499,0.305,76,11,7,1
117,0.94,0.432,162.0,1,4,2,61,204,13,54,21,73,126,13,28000,24,0.425,474,396,0.318,76,18,2,0
141,0.983,0.425,140.7,2,1,2,106,290,6,77,23,126,144,16,100000,25,0.403,606,500,0.288,106,40,6,0
125,1.0,0.428,154.3,10,17,7,103,291,8,48,12,116,173,17,35000,44,0.415,561,498,0.347,99,24,3,0
113,0.928,0.411,152.0,1,15,5,64,212,8,46,20,72,125,11,22000,26,0.402,488,403,0.31,75,20,6,13
134,1.035,0.442,162.7,3,8,2,107,309,9,71,0,107,160,16,5000,35,0.407,568,492,0.325,124,37,5,0
123,0.865,0.415,150.4,3,21,8,85,187,5,89,13,79,148,21,3800,25,0.451,555,451,0.328,48,4,2,0
144,0.934,0.41,140.0,8,25,8,113,296,7,83,4,96,193,17,65000,39,0.42,667,576,0.335,80,20,3,1
142,0.955,0.419,149.0,3,0,2,100,302,12,76,9,67,166,20,55000,40,0.398,631,542,0.306,113,32,4,0
140,1.023,0.45,168.6,5,0,0,93,308,9,70,5,101,185,20,150000,38,0.433,600,522,0.354,115,28,3,0
138,0.925,0.408,145.2,5,12,2,84,282,16,58,4,47,179,20,39000,53,0.398,607,536,0.334,100,15,7,2
144,0.991,0.421,146.3,1,7,7,118,329,12,48,7,82,190,18,27000,38,0.4,614,556,0.342,90,33,2,1
144,0.979,0.41,138.5,4,18,13,114,333,10,71,7,142,172,18,80000,31,0.388,645,564,0.305,114,43,2,1
132,0.928,0.408,149.1,3,5,4,70,231,7,39,24,64,144,15,20000,27,0.405,513,442,0.326,93,20,6,2
127,0.964,0.417,137.3,5,25,10,97,284,10,49,4,66,167,16,50000,31,0.394,559,498,0.335,113,27,8,0
113,1.075,0.458,160.6,1,4,2,92,279,11,50,7,62,153,14,45000,33,0.426,493,430,0.356,100,31,6,0
126,0.876,0.398,138.0,3,15,8,67,220,18,68,6,109,131,13,30000,22,0.387,532,450,0.291,96,22,6,2
111,0.829,0.391,137.9,2,30,6,84,169,5,63,9,33,140,11,20000,18,0.427,503,421,0.333,33,3,3,7
101,0.968,0.44,171.1,3,2,0,63,168,8,75,7,56,96,11,40000,21,0.44,405,318,0.302,77,17,5,0
107,0.909,0.416,164.8,2,3,3,50,182,13,65,1,62,113,12,35000,30,0.411,438,365,0.31,53,12,5,2
133,0.816,0.375,126.6,4,23,9,97,243,14,50,7,101,162,11,7500,43,0.366,601,539,0.301,64,11,3,2
107,0.938,0.432,157.9,1,7,3,69,201,8,59,7,31,142,21,39000,40,0.437,476,401,0.354,65,5,9,0
124,0.846,0.388,135.2,2,4,6,63,216,18,47,8,81,130,11,20000,27,0.366,506,450,0.289,66,19,1,0
135,0.992,0.437,156.8,0,3,0,90,247,13,83,19,97,144,15,75000,25,0.441,559,448,0.321,116,26,8,1
144,0.886,0.406,131.0,1,42,4,118,269,4,92,3,104,186,16,60000,34,0.418,672,575,0.323,81,16,2,0
141,0.95,0.409,138.6,1,20,3,109,302,15,68,2,99,182,18,150000,37,0.404,625,553,0.329,93,26,1,1
137,1.024,0.432,152.9,0,5,3,97,306,17,65,18,107,167,18,140000,36,0.419,597,506,0.33,125,33,8,0
140,0.923,0.408,148.8,7,0,2,97,282,9,63,2,53,178,20,3000,36,0.398,610,538,0.331,117,22,7,0
123,1.061,0.451,164.9,2,0,0,63,243,14,60,14,112,118,15,100000,19,0.421,456,380,0.311,86,35,2,0
144,0.926,0.4,136.1,1,23,4,112,312,9,32,15,127,184,15,30000,39,0.373,622,564,0.326,135,28,8,3
139,0.913,0.39,128.4,2,32,7,118,301,9,41,11,112,178,17,75000,34,0.372,621,557,0.32,111,27,9,3
116,0.981,0.434,147.7,4,4,0,65,209,7,66,10,91,123,16,100000,26,0.433,460,381,0.323,72,20,3,0
119,0.822,0.38,139.2,2,0,1,41,187,9,44,8,97,109,12,30000,21,0.355,454,400,0.273,66,19,2,0
116,0.951,0.422,148.4,0,17,7,97,219,3,45,6,79,143,15,8000,38,0.417,465,410,0.349,57,11,4,0
130,0.954,0.407,140.3,1,5,1,88,278,13,36,10,57,169,18,32000,39,0.392,549,494,0.342,118,23,9,0
124,0.851,0.386,119.6,5,28,10,94,209,4,68,9,45,168,15,70000,22,0.427,585,493,0.341,42,4,4,11
137,0.897,0.399,134.0,4,4,4,84,227,10,39,5,40,176,17,8000,35,0.42,529,476,0.37,64,5,4,5
144,0.91,0.394,130.6,1,10,4,108,297,1,63,10,138,175,17,16000,49,0.383,647,564,0.31,107,21,10,0
125,0.828,0.388,131.6,1,13,8,79,207,5,52,4,71,156,13,35000,26,0.393,539,476,0.328,67,7,7,0
143,0.963,0.411,143.4,7,3,0,92,290,17,66,7,87,179,18,150000,35,0.414,609,528,0.339,103,25,8,0
140,0.851,0.372,112.9,2,22,4,89,250,10,56,5,115,148,15,16000,40,0.362,582,511,0.29,73,19,6,4
128,0.98,0.428,150.9,2,3,1,114,307,6,47,9,147,168,20,50000,38,0.389,576,519,0.324,107,33,1,0
118,1.027,0.456,158.8,1,0,2,66,238,18,70,11,73,154,14,150000,30,0.463,508,422,0.365,84,18,5,0
116,0.892,0.407,147.9,1,13,4,79,224,6,43,2,80,144,11,8000,30,0.385,492,442,0.326,83,15,4,1
126,0.868,0.384,119.2,1,21,6,99,218,14,61,8,66,148,15,70000,32,0.403,552,468,0.316,66,12,2,13
128,0.897,0.404,142.6,1,2,1,80,271,5,47,7,91,156,13,28000,28,0.367,573,511,0.305,98,29,8,0
141,0.889,0.385,125.4,2,16,8,90,270,8,58,8,65,159,17,22000,39,0.376,601,526,0.302,114,23,7,2
135,0.889,0.388,126.8,2,18,9,101,275,8,39,10,67,161,16,50000,36,0.363,579,523,0.308,102,26,6,1
115,0.983,0.424,149.0,7,0,0,85,242,19,51,2,60,148,15,75000,33,0.414,487,425,0.348,89,20,8,0
108,0.973,0.422,149.6,1,2,0,66,189,20,40,12,29,106,16,42000,17,0.404,392,332,0.319,66,22,7,1
117,1.004,0.424,155.2,6,1,3,95,267,9,47,1,61,164,18,140000,41,0.415,511,453,0.362,101,20,10,0
141,1.001,0.422,144.1,0,10,5,102,315,7,72,10,123,167,18,50000,19,0.404,616,528,0.316,107,43,6,0
126,0.982,0.424,144.1,2,2,0,77,247,18,56,16,95,131,16,75000,20,0.404,506,427,0.307,104,32,4,2
131,0.925,0.408,137.6,1,8,3,89,237,7,75,19,97,119,20,120000,22,0.392,544,444,0.268,93,32,6,0
139,0.927,0.396,137.5,1,3,1,78,290,12,35,9,97,175,18,11000,38,0.379,578,529,0.331,119,25,5,0
106,0.913,0.412,145.5,0,11,1,84,183,8,46,11,51,141,17,25000,29,0.441,452,388,0.363,47,3,4,3
132,0.942,0.405,135.2,8,24,10,105,293,9,55,8,118,165,15,78000,39,0.385,594,526,0.314,106,28,4,1
127,0.957,0.421,149.7,9,7,2,92,269,7,65,5,92,162,20,21000,37,0.411,565,492,0.329,88,23,3,0
121,0.842,0.396,137.7,0,13,6,64,178,12,59,7,58,127,13,50000,23,0.405,477,407,0.312,62,9,4,0
138,0.979,0.413,148.6,1,1,0,87,302,5,51,10,89,173,18,20000,45,0.397,590,519,0.333,108,26,10,0
128,0.816,0.376,127.6,1,3,1,74,202,13,59,13,105,127,11,13500,27,0.374,537,457,0.278,86,15,3,5
137,0.906,0.397,131.0,1,6,4,75,223,8,74,13,115,125,15,23000,31,0.399,537,440,0.284,73,22,4,6
126,0.934,0.408,133.4,1,19,6,65,236,11,33,6,65,147,14,15000,33,0.39,479,434,0.339,88,18,4,2
124,0.895,0.394,130.3,0,16,8,85,235,11,37,6,63,162,14,14500,34,0.395,527,470,0.345,79,12,6,8
110,1.02,0.438,147.7,3,0,1,77,214,12,54,12,62,112,14,37000,21,0.419,425,356,0.315,72,27,3,0
132,0.94,0.411,137.7,0,17,6,95,266,9,38,9,86,162,16,7000,40,0.39,540,484,0.335,83,20,5,4
144,0.899,0.387,126.6,4,15,2,110,288,11,44,15,131,177,18,43000,39,0.381,620,556,0.318,91,23,5,0
125,0.709,0.34,111.3,0,44,12,86,163,9,66,10,38,139,12,30000,16,0.377,580,491,0.283,37,2,3,10
124,0.891,0.405,136.1,3,11,9,71,214,15,75,1,65,159,14,35000,26,0.43,549,464,0.343,73,9,7,2
124,0.884,0.399,133.8,2,13,6,81,221,12,36,15,48,160,20,52000,32,0.405,523,461,0.347,62,8,9,2
140,0.847,0.389,116.6,2,26,13,111,247,6,69,10,58,182,16,26000,37,0.406,646,560,0.325,63,7,4,3
127,0.895,0.414,163.1,5,3,3,55,208,10,72,5,90,128,12,25000,26,0.407,504,426,0.3,78,18,1,0
138,0.8,0.357,110.3,1,25,10,76,220,2,59,4,121,138,15,25000,45,0.357,566,497,0.278,56,11,3,3
138,0.857,0.38,132.5,3,6,0,80,247,14,89,1,151,133,20,65000,26,0.37,603,507,0.262,109,29,6,0
141,0.803,0.371,116.8,0,46,16,111,210,4,73,14,108,158,15,19000,37,0.399,617,520,0.304,47,3,7,3
144,0.885,0.395,125.9,2,7,4,116,284,4,67,9,136,177,16,30000,39,0.388,653,572,0.309,113,22,4,1
142,0.904,0.407,147.5,1,0,1,102,289,26,56,13,42,197,20,40000,29,0.404,658,578,0.341,104,21,11,0
132,0.886,0.382,123.0,1,7,0,95,250,19,43,4,70,154,17,22000,31,0.373,545,487,0.316,93,21,5,6
138,0.845,0.381,112.5,2,22,6,121,267,14,60,9,58,178,16,70000,33,0.381,650,575,0.31,88,18,5,1
125,0.877,0.391,130.6,3,27,4,99,252,9,45,6,87,149,21,28000,34,0.362,553,490,0.304,82,20,11,1
127,0.862,0.396,141.5,1,2,1,64,236,10,28,2,47,164,11,40000,24,0.375,519,485,0.338,75,16,2,2
127,0.862,0.396,141.5,1,2,1,64,236,10,28,2,47,164,11,10000,24,0.375,519,485,0.338,75,16,2,2
33,0.808,0.375,127.4,0,1,1,13,37,2,20,1,32,22,11,40000,3,0.387,112,88,0.25,14,4,2,1
33,0.808,0.375,127.4,0,1,1,13,37,2,20,1,32,22,11,10000,3,0.387,112,88,0.25,14,4,2,1
138,0.953,0.411,132.9,7,1,1,93,272,15,60,9,57,150,16,65000,23,0.391,560,484,0.31,108,33,7,0
115,0.959,0.409,154.8,5,2,0,74,252,7,55,4,133,117,20,30000,19,0.363,485,423,0.277,84,38,3,0
129,0.871,0.404,137.3,0,6,3,82,230,10,51,5,61,169,21,50000,40,0.404,558,493,0.343,87,7,8,1
94,1.001,0.463,183.0,1,4,0,52,162,9,38,5,70,114,13,5000,15,0.459,342,299,0.381,53,11,0,0
139,0.821,0.367,119.3,1,20,8,94,239,4,44,9,113,156,20,60000,46,0.362,583,520,0.3,71,10,5,5
137,0.948,0.414,142.9,5,4,2,84,262,5,90,6,114,134,20,90000,32,0.399,577,477,0.281,88,32,4,0
113,0.872,0.404,128.1,1,21,11,98,196,7,63,7,29,159,16,70000,24,0.438,530,452,0.352,41,3,1,7
118,0.895,0.403,148.9,2,2,2,76,215,6,63,5,112,117,21,65000,24,0.378,489,416,0.281,94,24,5,0
134,0.888,0.385,122.7,3,22,3,89,256,10,46,12,147,132,20,80000,27,0.351,541,477,0.277,107,30,6,0
115,0.997,0.423,150.2,2,4,0,91,260,9,65,12,134,131,17,80000,24,0.402,518,437,0.3,111,35,4,0
134,0.891,0.4,129.5,1,9,2,98,253,18,48,15,91,166,16,35000,35,0.396,579,511,0.325,87,16,4,1
108,0.86,0.403,142.6,1,12,0,72,177,14,42,10,59,132,21,3000,31,0.41,449,393,0.336,50,4,4,0
108,0.86,0.403,142.6,1,12,0,72,177,14,42,10,59,132,21,45000,31,0.41,449,393,0.336,50,4,4,0
125,0.868,0.4,139.6,1,7,3,57,206,12,62,18,111,125,13,15000,18,0.394,522,435,0.287,96,21,5,1
130,0.918,0.397,130.6,0,0,0,63,209,13,43,12,65,134,18,35000,24,0.405,471,407,0.329,57,17,5,4
130,0.918,0.397,130.6,0,0,0,63,209,13,43,12,65,134,18,2700,24,0.405,471,407,0.329,57,17,5,4
130,0.836,0.384,133.4,9,5,3,71,211,15,71,6,63,143,11,27000,27,0.392,561,475,0.301,91,13,9,0
139,0.832,0.378,118.2,1,15,6,87,231,11,67,1,68,179,17,40000,31,0.403,615,539,0.332,76,6,6,2
121,0.881,0.391,126.6,0,17,9,73,194,7,65,7,97,110,16,25000,19,0.387,472,393,0.28,78,20,5,2
125,0.884,0.393,132.2,5,2,0,75,226,10,53,7,45,149,14,45000,26,0.396,528,463,0.322,90,17,5,0
144,0.965,0.416,143.3,7,2,5,94,308,13,73,9,101,174,15,70000,34,0.402,637,547,0.318,123,33,8,0
130,0.952,0.415,135.8,1,9,7,97,289,13,30,7,68,177,16,50000,40,0.386,555,511,0.346,101,23,6,1
116,0.956,0.417,148.1,2,5,10,66,192,7,74,5,78,110,14,80000,31,0.423,450,360,0.306,87,16,8,3
116,0.956,0.417,148.1,2,5,10,66,192,7,74,5,78,110,14,9300,31,0.423,450,360,0.306,87,16,8,3
62,0.601,0.277,50.3,0,1,1,23,61,5,8,2,21,49,14,80000,6,0.288,207,195,0.251,25,2,0,2
62,0.601,0.277,50.3,0,1,1,23,61,5,8,2,21,49,14,9300,6,0.288,207,195,0.251,25,2,0,2
121,0.847,0.387,122.1,1,20,6,84,186,9,55,8,70,149,16,19000,22,0.42,515,435,0.343,55,3,7,10
128,0.741,0.351,104.6,3,40,4,85,186,5,54,1,87,151,21,10000,23,0.368,560,498,0.303,61,3,7,0
113,0.863,0.38,117.3,0,32,5,86,213,12,43,4,91,130,14,30000,32,0.368,483,430,0.302,82,16,4,2
120,0.921,0.405,134.3,7,3,0,48,209,14,49,12,66,139,14,7500,32,0.413,484,412,0.337,83,12,11,0
